feature,enrich_group,ef_lda,pvalue,padj
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__un_g__Acetobacter,hypertension,0.95769735,0.3656779,0.3656779
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_f__Clostridiaceae|s__paraputrificum,hypertension,0.94262849,0.7145674,0.7145674
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Anaerovibrio|s__un_g__Anaerovibrio,hypertension,0.94255007,0.801103,0.801103
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__un_g__Cardiobacterium,hypertension,0.94072471,0.7158529,0.7158529
k__Bacteria|p__TM7,hypertension,0.93871741,0.7237723,0.7237723
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae,hypertension,0.93854868,0.7158529,0.7158529
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Anaerovibrio,hypertension,0.93821644,0.801103,0.801103
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium,hypertension,0.93682089,0.7158529,0.7158529
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales,hypertension,0.93497697,0.7158529,0.7158529
k__Bacteria|p__TM7|c__TM7-3,hypertension,0.93113891,0.7237723,0.7237723
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Clostridium_f__Ruminococcaceae|s__un_g__Clostridium_g__Clostridium_f__Ruminococcaceae,hypertension,0.90991919,0.8540231,0.8540231
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__[Cerasicoccales]|f__[Cerasicoccaceae]|g__un_f__[Cerasicoccaceae]|s__un_f__[Cerasicoccaceae],hypertension,0.89893735,0.4898478,0.4898478
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__[Cerasicoccales]|f__[Cerasicoccaceae]|g__un_f__[Cerasicoccaceae],hypertension,0.89768219,0.4898478,0.4898478
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__[Cerasicoccales],hypertension,0.89651566,0.4898478,0.4898478
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__[Cerasicoccales]|f__[Cerasicoccaceae],hypertension,0.89389465,0.4898478,0.4898478
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Candidatus_Arthromitus,hypertension,0.8861398,0.4348206,0.4348206
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Candidatus_Arthromitus|s__un_g__Candidatus_Arthromitus,hypertension,0.87628435,0.4348206,0.4348206
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Mycobacteriaceae|g__Mycobacterium,hypertension,0.87322519,0.4261574,0.4261574
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Mycobacteriaceae,hypertension,0.87310472,0.4261574,0.4261574
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Cronobacter|s__sakazakii,hypertension,0.86522685,0.004388253,0.004388253
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__Finegoldia|s__un_g__Finegoldia,hypertension,0.86343638,0.6008186,0.6008186
k__Bacteria|p__TM7|c__TM7-3|o__un_c__TM7-3|f__un_c__TM7-3|g__un_c__TM7-3,hypertension,0.86064459,0.8217367,0.8217367
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Anaeroplasma|s__un_g__Anaeroplasma,hypertension,0.85833111,0.1499705,0.1499705
k__Bacteria|p__Verrucomicrobia|c__Verruco-5|o__WCHB1-41|f__RFP12|g__un_f__RFP12,hypertension,0.85785987,0.4027488,0.4027488
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Cronobacter,hypertension,0.8575554,0.01752608,0.01752608
k__Bacteria|p__TM7|c__TM7-3|o__un_c__TM7-3|f__un_c__TM7-3,hypertension,0.85754418,0.8217367,0.8217367
k__Bacteria|p__TM7|c__TM7-3|o__un_c__TM7-3|f__un_c__TM7-3|g__un_c__TM7-3|s__un_c__TM7-3,hypertension,0.85516404,0.8217367,0.8217367
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__Finegoldia,hypertension,0.8547663,0.6008186,0.6008186
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Anaeroplasma,hypertension,0.85402852,0.1499705,0.1499705
k__Bacteria|p__TM7|c__TM7-3|o__un_c__TM7-3,hypertension,0.85319165,0.8217367,0.8217367
k__Bacteria|p__Verrucomicrobia|c__Verruco-5,hypertension,0.85167824,0.4027488,0.4027488
k__Bacteria|p__Verrucomicrobia|c__Verruco-5|o__WCHB1-41|f__RFP12,hypertension,0.8500246,0.4027488,0.4027488
k__Bacteria|p__Verrucomicrobia|c__Verruco-5|o__WCHB1-41,hypertension,0.8476633,0.4027488,0.4027488
k__Bacteria|p__Verrucomicrobia|c__Verruco-5|o__WCHB1-41|f__RFP12|g__un_f__RFP12|s__un_f__RFP12,hypertension,0.84684594,0.4027488,0.4027488
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae]|g__Riemerella|s__un_g__Riemerella,hypertension,0.82512981,0.7318362,0.7318362
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__gut|s__metagenome,hypertension,0.82336929,0.4311669,0.4311669
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Beutenbergiaceae|g__Serinibacter,hypertension,0.82233525,0.2162086,0.2162086
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus,hypertension,0.82214861,0.08192737,0.08192737
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__gut,hypertension,0.82187108,0.4311669,0.4311669
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae]|g__Riemerella,hypertension,0.82013678,0.7318362,0.7318362
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Entomoplasma|s__somnilux,hypertension,0.81630591,0.0004991926,0.0004991926
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Oenococcus,hypertension,0.81610655,0.08279872,0.08279872
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Entomoplasma,hypertension,0.815428,0.0004991926,0.0004991926
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Williamsiaceae,hypertension,0.8137695,0.01404992,0.01404992
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales,hypertension,0.81292217,0.0169223,0.0169223
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Williamsiaceae|g__Williamsia,hypertension,0.8125282,0.01404992,0.01404992
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Williamsiaceae|g__Williamsia|s__un_g__Williamsia,hypertension,0.81163331,0.01404992,0.01404992
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Beutenbergiaceae,hypertension,0.81122343,0.1454337,0.1454337
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Mycobacteriaceae|g__Mycobacterium|s__un_g__Mycobacterium,hypertension,0.80949034,0.08279872,0.08279872
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Beutenbergiaceae|g__Serinibacter|s__salmoneus,hypertension,0.80943522,0.2162086,0.2162086
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Oenococcus|s__kitaharae,hypertension,0.80716071,0.08279872,0.08279872
k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__amylovorum,hypertension,0.80367355,0.08279872,0.08279872
k__Bacteria|p__[Thermi],hypertension,0.80305756,0.1679728,0.1679728
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae,hypertension,0.80082163,0.0169223,0.0169223
k__Bacteria|p__[Thermi]|c__Deinococci,hypertension,0.79865771,0.1679728,0.1679728
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__un_g__Flavobacterium,hypertension,0.79619793,0.3923304,0.3923304
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium,hypertension,0.75968444,0.5148886,0.5148886
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__apodemus,hypertension,0.74858513,0.3063667,0.3063667
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__leguminosarum,hypertension,0.7425877,0.5148886,0.5148886
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__un_f__Anaeroplasmataceae,hypertension,0.73385142,0.5061385,0.5061385
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__un_f__Anaeroplasmataceae|s__un_f__Anaeroplasmataceae,hypertension,0.72352251,0.5061385,0.5061385
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__[Clostridium]|s__sticklandii_g__[Clostridium],hypertension,0.71563014,0.653583,0.653583
k__Bacteria|p__[Thermi]|c__Deinococci|o__Thermales|f__Thermaceae,hypertension,0.70043031,0.08279872,0.08279872
k__Bacteria|p__OP3,hypertension,0.70038509,0.08279872,0.08279872
k__Bacteria|p__OP3|c__PBS-25|o__un_c__PBS-25|f__un_c__PBS-25,hypertension,0.69827019,0.08279872,0.08279872
k__Bacteria|p__OP3|c__PBS-25|o__un_c__PBS-25,hypertension,0.6971659,0.08279872,0.08279872
k__Bacteria|p__OP3|c__PBS-25|o__un_c__PBS-25|f__un_c__PBS-25|g__un_c__PBS-25,hypertension,0.69636136,0.08279872,0.08279872
k__Bacteria|p__[Thermi]|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__un_g__Thermus,hypertension,0.69534294,0.08279872,0.08279872
k__Bacteria|p__OP3|c__PBS-25|o__un_c__PBS-25|f__un_c__PBS-25|g__un_c__PBS-25|s__un_c__PBS-25,hypertension,0.69250179,0.08279872,0.08279872
k__Bacteria|p__[Thermi]|c__Deinococci|o__Thermales,hypertension,0.69214102,0.08279872,0.08279872
k__Bacteria|p__[Thermi]|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus,hypertension,0.69152522,0.08279872,0.08279872
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium,hypertension,0.69008699,0.5978307,0.5978307
k__Bacteria|p__Bacteroidetes|c__[Saprospirae]|o__[Saprospirales],hypertension,0.68971251,0.2430457,0.2430457
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae,hypertension,0.68825648,0.02323864,0.02323864
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__[Clostridium]|s__bifermentans,hypertension,0.68738336,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella,hypertension,0.68613689,0.9916087,0.9916087
k__Bacteria|p__Bacteroidetes|c__[Saprospirae],hypertension,0.68528011,0.2430457,0.2430457
k__Bacteria|p__OP3|c__PBS-25,hypertension,0.68431926,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__un_g__Kingella,hypertension,0.67960323,0.9916087,0.9916087
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Thermoflavimicrobium|s__dichotomicum,hypertension,0.66510988,0.7318362,0.7318362
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Thermoflavimicrobium,hypertension,0.65964685,0.7318362,0.7318362
k__Bacteria|p__Bacteroidetes|c__[Saprospirae]|o__[Saprospirales]|f__Saprospiraceae|g__un_f__Saprospiraceae,hypertension,0.6533931,0.08279872,0.08279872
k__Bacteria|p__Bacteroidetes|c__[Saprospirae]|o__[Saprospirales]|f__Saprospiraceae|g__un_f__Saprospiraceae|s__un_f__Saprospiraceae,hypertension,0.65239091,0.08279872,0.08279872
k__Bacteria|p__Bacteroidetes|c__[Saprospirae]|o__[Saprospirales]|f__Saprospiraceae,hypertension,0.64466204,0.08279872,0.08279872
k__Bacteria|p__Planctomycetes,hypertension,0.63157543,0.2700784,0.2700784
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Fructobacillus,hypertension,0.62575606,0.4101623,0.4101623
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Fructobacillus|s__un_g__Fructobacillus,hypertension,0.62183645,0.4101623,0.4101623
k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Stramenopiles,hypertension,0.60016854,0.08279872,0.08279872
k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Stramenopiles|f__un_o__Stramenopiles|g__un_o__Stramenopiles|s__un_o__Stramenopiles,hypertension,0.59826895,0.08279872,0.08279872
k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Stramenopiles|f__un_o__Stramenopiles|g__un_o__Stramenopiles,hypertension,0.59779164,0.08279872,0.08279872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ethanoligenens,hypertension,0.59733358,0.9916087,0.9916087
k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Stramenopiles|f__un_o__Stramenopiles,hypertension,0.5964419,0.08279872,0.08279872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ethanoligenens|s__un_g__Ethanoligenens,hypertension,0.595009,0.9916087,0.9916087
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella|s__boydii,hypertension,0.57824382,0.2355477,0.2355477
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae]|g__Chryseobacterium,hypertension,0.57597061,0.2666288,0.2666288
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae]|g__Chryseobacterium|s__un_g__Chryseobacterium,hypertension,0.57226762,0.2666288,0.2666288
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia,hypertension,0.56201897,0.2430457,0.2430457
k__Bacteria|p__Chlamydiae,hypertension,0.55947625,0.2430457,0.2430457
k__Bacteria|p__Chlamydiae|c__Chlamydiia,hypertension,0.55809029,0.2430457,0.2430457
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae]|g__un_f__[Weeksellaceae],hypertension,0.55072103,0.08279872,0.08279872
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae,hypertension,0.55057427,0.2430457,0.2430457
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales,hypertension,0.55037094,0.2430457,0.2430457
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__paralimentarius,hypertension,0.54968114,0.252238,0.252238
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Altererythrobacter|s__luteolus,hypertension,0.54900448,0.9893662,0.9893662
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Zobellella|s__taiwanensis,hypertension,0.54576332,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Zobellella,hypertension,0.54480619,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Altererythrobacter,hypertension,0.54342833,0.9893662,0.9893662
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae]|g__un_f__[Weeksellaceae]|s__un_f__[Weeksellaceae],hypertension,0.54317019,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter,hypertension,0.54096778,0.09721607,0.09721607
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__freundii,hypertension,0.53832235,0.09721607,0.09721607
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae,hypertension,0.5326184,0.6451827,0.6451827
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__mucosa,hypertension,0.52487185,0.6420976,0.6420976
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__pontis,hypertension,0.52459552,0.5454,0.5454
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Mucispirillum,hypertension,0.52262716,0.7375767,0.7375767
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Mucispirillum|s__schaedleri,hypertension,0.51462787,0.7375767,0.7375767
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__vadinCA02|s__un_g__vadinCA02,hypertension,0.51255759,0.08279872,0.08279872
k__Bacteria|p__TM7|c__TM7-3|o__I025|f__Rs-045|g__un_f__Rs-045|s__un_f__Rs-045,hypertension,0.51168621,0.01982957,0.01982957
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__bovis_g__Corynebacterium,hypertension,0.50820198,0.2559193,0.2559193
k__Bacteria|p__TM7|c__TM7-3|o__I025|f__Rs-045|g__un_f__Rs-045,hypertension,0.50812326,0.01982957,0.01982957
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__vadinCA02,hypertension,0.50777136,0.08279872,0.08279872
k__Bacteria|p__TM7|c__TM7-3|o__I025,hypertension,0.50569471,0.01982957,0.01982957
k__Bacteria|p__TM7|c__TM7-3|o__I025|f__Rs-045,hypertension,0.50531106,0.01982957,0.01982957
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__pneumoniae,hypertension,0.50489649,0.08279872,0.08279872
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Flectobacillus,hypertension,0.49615512,0.7318362,0.7318362
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_f__Clostridiaceae|s__stercorarium,hypertension,0.49368178,0.801103,0.801103
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__[Thermicanaceae]|g__Thermicanus,hypertension,0.48527583,0.4101623,0.4101623
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Flectobacillus|s__un_g__Flectobacillus,hypertension,0.48486166,0.7318362,0.7318362
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__[Thermicanaceae]|g__Thermicanus|s__un_g__Thermicanus,hypertension,0.48416047,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales,hypertension,0.4747966,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella,hypertension,0.47361303,0.8606862,0.8606862
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Rhodocista|s__pekingensis,hypertension,0.47224329,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Dechloromonas,hypertension,0.47209923,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae,hypertension,0.47179937,0.4101623,0.4101623
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Rhodocista,hypertension,0.46995539,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Dechloromonas|s__un_g__Dechloromonas,hypertension,0.46984892,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus,hypertension,0.4587061,0.4101623,0.4101623
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae|g__Opitutus,hypertension,0.45817771,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__rhizosphaerae,hypertension,0.45550563,0.3923304,0.3923304
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae,hypertension,0.45536662,0.08279872,0.08279872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__aminovorans,hypertension,0.45363113,0.4101623,0.4101623
k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__WD2101,hypertension,0.45279777,0.08279872,0.08279872
k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__WD2101|f__un_o__WD2101,hypertension,0.45078824,0.08279872,0.08279872
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales,hypertension,0.45064203,0.08279872,0.08279872
k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__WD2101|f__un_o__WD2101|g__un_o__WD2101|s__un_o__WD2101,hypertension,0.45039512,0.08279872,0.08279872
k__Bacteria|p__Planctomycetes|c__Phycisphaerae,hypertension,0.44958374,0.08279872,0.08279872
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides_f__Bacteroidaceae|s__barnesiae,hypertension,0.44914765,0.08279872,0.08279872
k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__WD2101|f__un_o__WD2101|g__un_o__WD2101,hypertension,0.44839228,0.08279872,0.08279872
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae|g__Opitutus|s__un_g__Opitutus,hypertension,0.44831819,0.08279872,0.08279872
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anaerobacillus,hypertension,0.44783142,0.4101623,0.4101623
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anaerobacillus|s__un_g__Anaerobacillus,hypertension,0.4455761,0.4101623,0.4101623
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium,hypertension,0.44176233,0.9916087,0.9916087
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__multivorum,hypertension,0.44149179,0.7318362,0.7318362
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales,hypertension,0.43236727,0.01354621,0.01354621
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobacter,hypertension,0.42366856,0.1593638,0.1593638
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__vulcani,hypertension,0.41611306,0.2753099,0.2753099
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__JG30-KF-CM45|f__un_o__JG30-KF-CM45|g__un_o__JG30-KF-CM45,hypertension,0.4113735,0.7318362,0.7318362
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__JG30-KF-CM45|f__un_o__JG30-KF-CM45,hypertension,0.4093033,0.7318362,0.7318362
k__Bacteria|p__[Thermi]|c__Deinococci|o__Deinococcales,hypertension,0.40910001,0.3690757,0.3690757
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales,hypertension,0.40755849,0.2430457,0.2430457
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__JG30-KF-CM45,hypertension,0.4073931,0.7318362,0.7318362
k__Bacteria|p__[Thermi]|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus,hypertension,0.40662878,0.3690757,0.3690757
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales|f__Gemmataceae,hypertension,0.40642369,0.2430457,0.2430457
k__Bacteria|p__Chloroflexi|c__Thermomicrobia,hypertension,0.40597506,0.7318362,0.7318362
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__JG30-KF-CM45|f__un_o__JG30-KF-CM45|g__un_o__JG30-KF-CM45|s__un_o__JG30-KF-CM45,hypertension,0.40568045,0.7318362,0.7318362
k__Bacteria|p__[Thermi]|c__Deinococci|o__Deinococcales|f__Deinococcaceae,hypertension,0.40367394,0.3690757,0.3690757
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Cryocola|s__un_g__Cryocola,hypertension,0.40286358,0.9958043,0.9958043
k__Bacteria|p__Planctomycetes|c__Planctomycetia,hypertension,0.4024945,0.2700784,0.2700784
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Cryocola,hypertension,0.39888947,0.9958043,0.9958043
k__Bacteria|p__[Thermi]|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__un_g__Deinococcus,hypertension,0.39792358,0.3690757,0.3690757
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Kurthia,hypertension,0.39718183,0.06876741,0.06876741
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Kurthia|s__gibsonii,hypertension,0.3959673,0.06876741,0.06876741
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas,hypertension,0.39151111,0.4101623,0.4101623
